customer_id,customer_name,company_name,account_type,customer_segment,industry,region,subscription_type,customer_tenure_months,monthly_contract_value,account_manager,account_created_date
ACC-00305,Michael Martin,Pioneer Dental,Business,Individual,Construction,Waikato,Basic,55,74.88,Unassigned,2022-04-09
ACC-00306,Barbara Miller,Unknown,Residential,Individual,Unknown,Canterbury,Free,8,51.77,Unassigned,2021-11-08
ACC-00308,David Martin,Gateway Tech,Business,Corporate,Transport & Logistics,Auckland,Free,26,0.0,Unassigned,2023-03-09
ACC-00309,Charles Garcia,Ridge Construction,Business,Corporate,Education,Canterbury,Basic,10,62.13,Unassigned,2018-03-03
ACC-00310,Michael Anderson,Kiwi Ltd,Business,Corporate,Manufacturing,Auckland,Free,7,0.0,Unassigned,2022-04-16
ACC-00311,John Martinez,Unknown,Residential,Individual,Unknown,Wellington,Premium,5,96.92,Unassigned,2019-01-23
ACC-00312,Thomas Rodriguez,Coastal Medical,Business,Small Business,Technology,Otago,Premium,25,314.94,Mike Patterson,2021-05-05
ACC-00314,Charles Anderson,Northern Tech,Business,Individual,Professional Services,Nelson-Marlborough,Basic,17,256.67,Mike Patterson,2018-11-04
ACC-00315,Jessica Anderson,Unknown,Residential,Corporate,Unknown,Nelson-Marlborough,Basic,4,291.03,Lisa Hartley,2023-08-09
ACC-00320,Sarah Martin,Metro Services,Business,Corporate,Hospitality,Wellington,Basic,23,118.74,Unassigned,2019-03-22
ACC-00321,Robert Moore,Unknown,Residential,Individual,Unknown,Wellington,Free,31,0.0,Unassigned,2020-06-24
ACC-00322,Elizabeth Martin,Valley Solutions,Business,Corporate,Construction,Waikato,Basic,15,160.5,Lisa Hartley,2019-01-31
ACC-00324,John Rodriguez,Unknown,Residential,Individual,Unknown,Auckland,Enterprise,43,397.34,Rob Thompson,2021-11-05
ACC-00325,David Lopez,Metro Electrical,Business,Small Business,Professional Services,Canterbury,Basic,3,53.82,Unassigned,2021-08-17
ACC-00326,Richard Brown,Island Services,Residential,Individual,Unknown,Canterbury,Free,46,0.0,Unassigned,2019-07-29
ACC-00327,Charles Johnson,Metro Transport,Business,Corporate,Professional Services,Otago,Premium,2,158.5,Unassigned,2019-07-27
ACC-00328,Robert Hernandez,Apex Construction,Business,Corporate,Transport & Logistics,Waikato,Free,59,0.0,Unassigned,2022-10-03
ACC-00330,Robert Taylor,Unknown,Residential,Individual,Unknown,Auckland,Premium,13,133.19,Unassigned,2021-06-29
ACC-00332,David Jackson,Unknown,Residential,Individual,Unknown,Nelson-Marlborough,Premium,3,133.2,Unassigned,2019-07-04
ACC-00336,Susan Rodriguez,Island Systems,Business,Small Business,Construction,Canterbury,Free,5,0.0,Unassigned,2020-08-23
ACC-00337,Richard Johnson,Southern Logistics,Business,Corporate,Retail,Auckland,Enterprise,51,291.52,Lisa Hartley,2020-09-19
ACC-00338,Jennifer Smith,Coastal Construction,Business,Corporate,Retail,Canterbury,Basic,2,63.75,Unassigned,2018-01-23
ACC-00340,Elizabeth Rodriguez,Unknown,Residential,Small Business,Unknown,Waikato,Enterprise,24,397.24,Rob Thompson,2019-04-27
ACC-00342,Mary Wilson,Northern Solutions,Business,Corporate,Professional Services,Bay of Plenty,Basic,53,87.04,Unassigned,2019-09-23
ACC-00343,Michael Gonzalez,Metro Dental,Residential,Individual,Unknown,Canterbury,Basic,27,48.15,Unassigned,2022-11-22
ACC-00345,James Martinez,Highland Electrical,Business,Corporate,Trades,Auckland,Basic,34,92.68,Unassigned,2019-07-08
ACC-00346,Joseph Taylor,Sterling Services,Business,Corporate,Construction,Auckland,Premium,41,218.4,Mike Patterson,2021-10-27
ACC-00347,Thomas Thomas,Kiwi Legal,Business,Corporate,Agriculture,Canterbury,Enterprise,5,476.46,Rob Thompson,2023-02-13
ACC-00348,Michael Martinez,Unknown,Residential,Individual,Unknown,Hawke's Bay,Free,57,0.0,Unassigned,2023-03-31
ACC-00350,Joseph Garcia,Ridge Medical,Business,Corporate,Trades,Hawke's Bay,Free,5,665.61,Sarah Chen,2019-11-29
ACC-00351,Jessica Gonzalez,Unknown,Residential,Individual,Unknown,Auckland,Enterprise,2,113.01,Unassigned,2018-01-12
ACC-00352,Joseph Hernandez,Unknown,Residential,Individual,Unknown,Northland,Basic,2,0.0,Unassigned,2019-01-01
ACC-00353,James Wilson,Unknown,Residential,Corporate,Unknown,Nelson-Marlborough,Free,35,137.7,Lisa Hartley,2019-06-10
ACC-00354,Patricia Smith,Alpha Transport,Business,Small Business,Construction,Canterbury,Free,53,0.0,Unassigned,2019-07-14
ACC-00356,Barbara Jackson,Ridge Tech,Business,Individual,Healthcare,Canterbury,Enterprise,17,494.45,Lisa Hartley,2021-03-06
ACC-00358,Mary Johnson,Kiwi Transport,Business,Corporate,Professional Services,Canterbury,Premium,56,275.32,Rob Thompson,2019-03-06
ACC-00359,Charles Martin,Valley Logistics,Business,Individual,Trades,Hawke's Bay,Basic,18,21.05,Unassigned,2022-10-26
ACC-00360,Michael Lopez,Metro Plumbing,Business,Small Business,Trades,Waikato,Free,27,0.0,Unassigned,2019-05-13
ACC-00361,Susan Jones,Summit Ltd,Business,Corporate,Manufacturing,Canterbury,Free,55,0.0,Unassigned,2022-02-26
ACC-00362,John Jones,Unknown,Residential,Individual,Unknown,Waikato,Basic,43,33.97,Unassigned,2022-04-16
ACC-00363,Mary Garcia,Frontier Holdings,Residential,Small Business,Unknown,Waikato,Basic,13,43.54,Unassigned,2020-06-13
ACC-00365,Charles Jackson,Frontier Dental,Business,Corporate,Construction,Manawatu-Whanganui,Basic,2,53.8,Unassigned,2018-08-12
ACC-00366,Jennifer Martinez,Pacific Electrical,Business,Corporate,Construction,Auckland,Free,40,0.0,Unassigned,2019-01-19
ACC-00367,Sarah Garcia,Unknown,Residential,Individual,Unknown,Auckland,Enterprise,13,0.0,Unassigned,2022-05-13
ACC-00368,Richard Moore,Unknown,Residential,Small Business,Unknown,Canterbury,Basic,49,346.02,Mike Patterson,2018-01-07
ACC-00372,Mary Wilson,Central Holdings,Business,Corporate,Hospitality,Otago,Enterprise,46,639.13,Lisa Hartley,2018-02-05
ACC-00375,Mary Rodriguez,Gateway Services,Business,Corporate,Healthcare,Wellington,Enterprise,17,562.47,Lisa Hartley,2019-05-31
ACC-00377,Elizabeth Williams,Frontier Construction,Business,Corporate,Retail,Auckland,Premium,21,323.62,Sarah Chen,2019-08-03
ACC-00379,David Davis,Harbour Tech,Business,Corporate,Construction,Wellington,Premium,21,248.79,Lisa Hartley,2019-05-11
ACC-00382,Jessica Johnson,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,14,337.29,Lisa Hartley,2023-03-08
ACC-00383,Jessica Lopez,Unknown,Residential,Individual,Unknown,Wellington,Enterprise,8,360.3,Rob Thompson,2020-05-09
ACC-00384,Charles Lopez,Ridge Tech,Business,Individual,Construction,Auckland,Enterprise,9,235.31,Mike Patterson,2022-11-17
ACC-00385,Linda Lopez,Alpha Plumbing,Business,Individual,Healthcare,Wellington,Premium,27,204.2,Mike Patterson,2020-12-27
ACC-00386,Richard Smith,Highland Legal,Business,Small Business,Construction,Otago,Premium,52,260.4,Lisa Hartley,2021-11-30
ACC-00387,Richard Hernandez,Unknown,Residential,Individual,Unknown,Auckland,Enterprise,25,343.25,Lisa Hartley,2019-02-16
ACC-00388,David Wilson,Gateway Dental,Business,Corporate,Healthcare,Bay of Plenty,Enterprise,23,847.42,Sarah Chen,2023-05-27
ACC-00390,Mary Taylor,Unknown,Residential,Corporate,Unknown,Canterbury,Free,11,402.35,Mike Patterson,2022-07-26
ACC-00391,Charles Taylor,Unknown,Residential,Corporate,Unknown,Auckland,Premium,11,439.72,Sarah Chen,2022-04-15
ACC-00392,Robert Smith,Pacific Electrical,Business,Corporate,Retail,Otago,Basic,42,75.38,Unassigned,2018-07-04
ACC-00393,Barbara Rodriguez,Summit Plumbing,Business,Small Business,Healthcare,Otago,Enterprise,23,400.46,Sarah Chen,2018-01-30
ACC-00394,Linda Moore,Highland Partners,Business,Individual,Trades,Waikato,Basic,19,88.01,Unassigned,2022-10-10
ACC-00395,Karen Jackson,Gateway Industries,Business,Small Business,Hospitality,Canterbury,Free,19,0.0,Unassigned,2022-10-04
ACC-00396,Charles Wilson,Summit Industries,Business,Corporate,Retail,Manawatu-Whanganui,Premium,1,692.35,Rob Thompson,2019-06-26
ACC-00397,Mary Thomas,Unknown,Residential,Individual,Unknown,Nelson-Marlborough,Enterprise,16,328.18,Sarah Chen,2022-09-16
ACC-00398,Richard Wilson,Alpha Logistics,Business,Corporate,Construction,Canterbury,Basic,30,84.6,Unassigned,2021-04-15
ACC-00399,James Taylor,Unknown,Residential,Corporate,Unknown,Canterbury,Free,11,0.0,Unassigned,2022-08-30
ACC-00402,Barbara Jones,Unknown,Residential,Individual,Unknown,Taranaki,Basic,4,304.38,Sarah Chen,2020-10-18
ACC-00404,Michael Anderson,Southern Consulting,Business,Corporate,Professional Services,Waikato,Basic,17,151.04,Unassigned,2020-10-02
ACC-00406,Charles Johnson,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,2,270.91,Mike Patterson,2022-04-30
ACC-00409,Elizabeth Johnson,Unknown,Residential,Corporate,Unknown,Auckland,Premium,10,116.63,Unassigned,2023-07-28
ACC-00411,David Jackson,Southern Consulting,Business,Corporate,Retail,Canterbury,Free,1,0.0,Unassigned,2022-12-17
ACC-00412,Barbara Brown,Ridge Electrical,Business,Corporate,Professional Services,Hawke's Bay,Basic,2,84.77,Unassigned,2023-03-19
ACC-00413,David Wilson,Peak Industries,Business,Corporate,Retail,Auckland,Free,3,0.0,Unassigned,2018-02-04
ACC-00414,Karen Martin,Unknown,Residential,Corporate,Unknown,Canterbury,Basic,16,26.08,Unassigned,2021-11-28
ACC-00417,Thomas Moore,Unknown,Residential,Individual,Unknown,Canterbury,Basic,26,45.99,Unassigned,2023-10-07
ACC-00418,Charles Davis,Summit Tech,Business,Individual,Retail,Auckland,Enterprise,2,0.0,Unassigned,2020-07-21
ACC-00420,Barbara Brown,Unknown,Residential,Corporate,Unknown,Auckland,Enterprise,19,115.13,Lisa Hartley,2021-03-03
ACC-00421,James Martinez,Pioneer Group,Business,Small Business,Construction,Northland,Enterprise,12,441.29,Rob Thompson,2018-01-14
ACC-00422,Karen Wilson,Unknown,Residential,Individual,Unknown,Canterbury,Premium,21,136.68,Unassigned,2018-04-28
ACC-00428,Jessica Brown,Sterling Construction,Business,Small Business,Education,Auckland,Premium,19,0.0,Unassigned,2018-12-18
ACC-00429,Barbara Moore,Harbour Group,Business,Small Business,Hospitality,Wellington,Free,37,0.0,Unassigned,2019-02-24
ACC-00430,William Rodriguez,Central Engineering,Business,Corporate,Construction,Wellington,Free,31,0.0,Unassigned,2020-10-12
ACC-00431,Michael Jones,Unknown,Residential,Individual,Unknown,Wellington,Free,32,0.0,Unassigned,2022-10-09
ACC-00432,James Taylor,Island Group,Business,Corporate,Construction,Auckland,Basic,23,99.94,Unassigned,2021-08-14
ACC-00435,Patricia Thomas,Pacific Electrical,Business,Corporate,Construction,Auckland,Free,51,0.0,Unassigned,2018-10-25
ACC-00436,Susan Anderson,Kiwi Holdings,Business,Small Business,Professional Services,Canterbury,Basic,38,98.72,Unassigned,2023-07-31
ACC-00437,Elizabeth Martin,Gateway Electrical,Business,Small Business,Professional Services,Wellington,Premium,57,179.63,Unassigned,2019-03-15
ACC-00438,David Martinez,Northern Medical,Business,Corporate,Construction,Auckland,Basic,16,66.12,Unassigned,2018-07-20
ACC-00439,Barbara Garcia,Summit Industries,Business,Corporate,Education,Hawke's Bay,Basic,3,77.81,Unassigned,2020-12-16
ACC-00442,Michael Wilson,Unknown,Residential,Corporate,Unknown,Canterbury,Enterprise,41,133.52,Unassigned,2021-01-18
ACC-00443,Barbara Brown,Unknown,Residential,Individual,Unknown,Auckland,Basic,11,34.04,Unassigned,2018-06-07
ACC-00445,Richard Anderson,Unknown,Residential,Corporate,Unknown,Waikato,Basic,26,46.95,Unassigned,2023-04-19
ACC-00446,Barbara Lopez,Unknown,Residential,Individual,Unknown,Manawatu-Whanganui,Enterprise,25,46.06,Unassigned,2022-02-05
ACC-00447,James Smith,Highland Solutions,Business,Corporate,Hospitality,Canterbury,Premium,50,73.73,Unassigned,2022-06-02
ACC-00448,Mary Hernandez,Pioneer Solutions,Business,Small Business,Healthcare,Otago,Enterprise,23,241.01,Sarah Chen,2018-04-07
ACC-00451,Barbara Lopez,Harbour Enterprises,Business,Individual,Agriculture,Waikato,Basic,21,279.8,Mike Patterson,2021-08-02
ACC-00452,Elizabeth Williams,Unknown,Residential,Corporate,Unknown,Auckland,Basic,3,43.87,Unassigned,2020-06-15
ACC-00454,David Wilson,Gateway Tech,Residential,Individual,Unknown,Waikato,Premium,1,147.95,Unassigned,2022-11-01
ACC-00458,William Wilson,Metro Systems,Business,Small Business,Retail,Wellington,Premium,6,190.87,Unassigned,2022-09-01
ACC-00459,John Gonzalez,Island Engineering,Business,Corporate,Education,Otago,Premium,15,189.04,Unassigned,2020-03-08
ACC-00462,Susan Anderson,Apex Group,Business,Small Business,Healthcare,Waikato,Enterprise,19,457.56,Lisa Hartley,2018-06-09
ACC-00463,Michael Martinez,Highland Tech,Business,Small Business,Professional Services,Waikato,Basic,4,111.32,Mike Patterson,2019-10-13
ACC-00464,James Gonzalez,Summit Holdings,Business,Corporate,Trades,Waikato,Enterprise,27,703.15,Mike Patterson,2018-12-17
ACC-00465,Jessica Anderson,Unknown,Residential,Individual,Unknown,Waikato,Free,9,53.03,Unassigned,2021-03-22
ACC-00467,Karen Miller,Unknown,Residential,Corporate,Unknown,Canterbury,Premium,20,124.16,Unassigned,2023-02-25
ACC-00468,Barbara Gonzalez,Gateway Services,Business,Corporate,Manufacturing,Waikato,Basic,12,234.93,Rob Thompson,2023-10-15
ACC-00470,Elizabeth Rodriguez,Unknown,Residential,Individual,Unknown,Otago,Basic,5,25.58,Unassigned,2018-01-09
ACC-00471,Mary Rodriguez,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,20,328.35,Lisa Hartley,2022-09-18
ACC-00472,Charles Johnson,Unknown,Residential,Corporate,Unknown,Canterbury,Basic,29,409.97,Sarah Chen,2023-05-30
ACC-00473,Barbara Gonzalez,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,29,0.0,Unassigned,2018-12-22
ACC-00474,Charles Martin,Peak Services,Business,Corporate,Healthcare,Waikato,Free,47,0.0,Unassigned,2022-06-09
ACC-00476,Barbara Johnson,Unknown,Residential,Small Business,Unknown,Auckland,Premium,20,41.82,Unassigned,2023-06-11
ACC-00479,Barbara Miller,Unknown,Residential,Corporate,Unknown,Nelson-Marlborough,Free,24,303.67,Lisa Hartley,2021-10-23
ACC-00480,Robert Garcia,Unknown,Residential,Corporate,Unknown,Auckland,Enterprise,20,369.33,Lisa Hartley,2021-07-25
ACC-00481,Barbara Jones,Unknown,Residential,Individual,Unknown,Nelson-Marlborough,Enterprise,3,337.65,Mike Patterson,2022-10-13
ACC-00482,Barbara Lopez,Valley Solutions,Business,Small Business,Healthcare,Otago,Basic,4,0.0,Unassigned,2022-10-05
ACC-00483,Sarah Rodriguez,Summit Plumbing,Business,Corporate,Manufacturing,Hawke's Bay,Premium,18,157.59,Unassigned,2023-02-06
ACC-00484,Elizabeth Rodriguez,Coastal Industries,Business,Individual,Education,Canterbury,Basic,50,852.06,Mike Patterson,2019-09-05
ACC-00486,Joseph Martinez,Unknown,Residential,Corporate,Unknown,Canterbury,Premium,51,149.44,Unassigned,2020-04-23
ACC-00489,Barbara Moore,Sterling Engineering,Business,Corporate,Trades,Manawatu-Whanganui,Enterprise,40,256.54,Rob Thompson,2020-05-26
ACC-00490,Richard Thomas,Ridge Logistics,Business,Corporate,Transport & Logistics,Bay of Plenty,Basic,34,49.43,Unassigned,2019-10-08
ACC-00492,Jennifer Gonzalez,Ridge Systems,Business,Small Business,Construction,Wellington,Free,1,0.0,Unassigned,2021-03-31
ACC-00497,David Miller,Sterling Tech,Business,Individual,Retail,Otago,Free,13,0.0,Unassigned,2020-11-13
ACC-00498,Robert Brown,Gateway Construction,Business,Small Business,Education,Wellington,Basic,28,80.94,Unassigned,2018-11-14
ACC-00499,James Jones,Pioneer Systems,Business,Individual,Manufacturing,Auckland,Premium,26,207.65,Lisa Hartley,2018-06-24
ACC-00500,David Thomas,Unknown,Residential,Small Business,Unknown,Canterbury,Basic,43,342.86,Rob Thompson,2020-01-05
ACC-00501,Jennifer Williams,Unknown,Residential,Individual,Unknown,Auckland,Basic,12,49.89,Unassigned,2023-01-26
ACC-00502,Charles Martinez,Alpha Dental,Business,Small Business,Retail,Canterbury,Premium,28,288.16,Rob Thompson,2021-09-21
ACC-00503,Michael Smith,Unknown,Residential,Individual,Unknown,Otago,Basic,51,33.78,Unassigned,2021-11-07
ACC-00504,Charles Taylor,Unknown,Residential,Individual,Unknown,Canterbury,Basic,10,56.98,Unassigned,2018-10-21
ACC-00505,Mary Williams,Unknown,Residential,Corporate,Unknown,Wellington,Basic,16,335.18,Mike Patterson,2022-08-21
ACC-00507,Jennifer Martinez,Island Systems,Residential,Individual,Unknown,Auckland,Enterprise,7,347.83,Mike Patterson,2020-07-08
ACC-00508,David Lopez,Pioneer Solutions,Business,Individual,Healthcare,Hawke's Bay,Free,6,60.67,Unassigned,2018-07-19
ACC-00509,David Miller,Coastal Logistics,Business,Corporate,Healthcare,Canterbury,Free,10,757.62,Mike Patterson,2020-02-21
ACC-00510,Richard Brown,Island Transport,Business,Small Business,Agriculture,Taranaki,Basic,45,695.6,Lisa Hartley,2019-11-23
ACC-00513,Charles Johnson,Northern Engineering,Business,Small Business,Technology,Auckland,Basic,2,320.39,Mike Patterson,2019-09-04
ACC-00514,David Jones,Unknown,Residential,Corporate,Unknown,Canterbury,Basic,4,35.83,Unassigned,2021-05-12
ACC-00515,John Miller,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,6,0.0,Unassigned,2018-09-08
ACC-00517,Jessica Garcia,Peak Services,Business,Corporate,Manufacturing,Southland,Enterprise,33,233.1,Rob Thompson,2022-03-28
ACC-00518,Jessica Thomas,Valley Tech,Business,Small Business,Trades,Waikato,Free,39,0.0,Unassigned,2019-06-03
ACC-00519,Barbara Taylor,Coastal Dental,Business,Corporate,Healthcare,Auckland,Basic,2,506.18,Mike Patterson,2019-08-08
ACC-00521,John Jones,Unknown,Residential,Corporate,Unknown,Canterbury,Basic,23,270.34,Mike Patterson,2019-01-10
ACC-00523,Karen Garcia,Valley Holdings,Business,Corporate,Construction,Canterbury,Premium,2,0.0,Unassigned,2021-11-27
ACC-00524,Patricia Williams,Highland Engineering,Business,Corporate,Professional Services,Canterbury,Enterprise,1,472.15,Mike Patterson,2021-07-27
ACC-00525,Charles Davis,Island Consulting,Business,Individual,Healthcare,Canterbury,Basic,11,109.9,Unassigned,2018-06-29
ACC-00526,Susan Martin,Alpha Ltd,Business,Corporate,Construction,Auckland,Basic,3,871.61,Rob Thompson,2021-12-29
ACC-00527,Sarah Hernandez,Southern Systems,Business,Corporate,Education,Canterbury,Basic,42,75.24,Unassigned,2022-04-16
ACC-00528,Michael Moore,Ridge Construction,Business,Corporate,Property Management,Otago,Enterprise,22,253.17,Lisa Hartley,2020-09-24
ACC-00530,Barbara Jackson,Alpha Logistics,Business,Small Business,Education,Nelson-Marlborough,Free,44,0.0,Unassigned,2023-03-30
ACC-00531,Elizabeth Moore,Alpha Group,Business,Corporate,Trades,Canterbury,Free,22,243.2,Mike Patterson,2023-06-04
ACC-00532,Linda Williams,Southern Services,Business,Individual,Trades,Auckland,Basic,52,172.25,Unassigned,2019-01-03
ACC-00533,Charles Brown,Northern Logistics,Business,Individual,Professional Services,Wellington,Basic,11,0.0,Unassigned,2020-07-06
ACC-00535,Barbara Martin,Unknown,Residential,Small Business,Unknown,Wellington,Enterprise,33,0.0,Unassigned,2022-11-13
ACC-00536,Jessica Johnson,Unknown,Residential,Individual,Unknown,Canterbury,Enterprise,2,93.34,Unassigned,2018-09-13
ACC-00537,Charles Lopez,Ridge Electrical,Business,Corporate,Education,Auckland,Free,15,0.0,Unassigned,2021-08-01
ACC-00538,Jessica Thomas,Unknown,Residential,Small Business,Unknown,Manawatu-Whanganui,Enterprise,58,279.42,Rob Thompson,2018-08-18
ACC-00541,Barbara Gonzalez,Frontier Services,Business,Individual,Construction,Manawatu-Whanganui,Free,9,62.32,Unassigned,2020-04-04
ACC-00542,James Anderson,Alpha Logistics,Business,Small Business,Retail,Canterbury,Enterprise,2,701.62,Sarah Chen,2019-03-07
ACC-00543,Linda Smith,Unknown,Residential,Small Business,Unknown,Northland,Free,52,0.0,Unassigned,2023-12-10
ACC-00545,Barbara Anderson,Coastal Consulting,Business,Individual,Healthcare,Taranaki,Free,13,0.0,Unassigned,2020-06-21
ACC-00548,Sarah Gonzalez,Highland Tech,Business,Corporate,Healthcare,Northland,Basic,54,94.92,Unassigned,2020-09-02
